National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Status,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Entangled Flag,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate
NW-2016-1190799,2016-SJ051,16NWR08012,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,,San Juan Island,San Juan,WA,Pacific Ocean,"Jackson Beach, San Juan Island",48.5201,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-AUG-08,2016,AUG,8,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,80,cm,actual,7.5,kg,actual
NW-2016-1193448,WDFW2016-103,16NWR07126,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Gig Harbor,Pierce,WA,Puget Sound,2 Point Fosdick Dr,47.254,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUL-11,2016,JUL,11,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,10,kg,estimate
NW-2016-1191092,WDFW2016-007,16NWR01033,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Dupont,Pierce,WA,Puget Sound,Trail mouth at Nisqually./Dupont; North end public beach,47.119,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,N,2016-JAN-27,2016,JAN,27,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,90,cm,actual,13.5,kg,actual
NW-2016-1191197,CRC-1548,16NWR08030,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Olympia,Thurston,WA,Puget Sound,3330 French Loop Rd NW,47.081,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,N,2016-AUG-15,2016,AUG,15,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,,,
NW-2016-1193489,WDFW2016-151,16NWR12034,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Gig Harbor,Pierce,WA,Puget Sound,3318- 117th Ave NW,47.2864,decimal degrees,actual,123,decimal degrees,actual,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-DEC-09,2016,DEC,9,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,SUBADULT,124,cm,actual,35.5,kg,actual
NW-2016-1193443,WDFW2016-098,16NWR08093,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Bremerton,Kitsap,WA,Puget Sound,Inside Naval Port security barrier,47.552,decimal degrees,estimate,123,decimal degrees,estimate,,N,,N,,N,N,Y,N,N,Y,,N,,,N,,Y,N,Y,N,2016-AUG-15,2016,AUG,15,Floating,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,99,cm,actual,19,kg,estimate
NW-2016-1191075,WDFW2016-074,16NWR07060,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Belfair,Mason,WA,Puget Sound,"Belfair, 2920 State Route 302",47.392,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,,2016-JUL-21,2016,JUL,21,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,90,cm,actual,15.2,kg,actual
NW-2016-1193498,GI16-22,16NWR09097,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Erin D'Agnese,WDFW/MMI,WDFW/MMI,NW,,Gertrude Island,Pierce,WA,Puget Sound,West side behind blind,47.2162,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-SEP-01,2016,SEP,1,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,12,kg,actual
NW-2016-1189293,2016-SJ007,16NWR05062,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,Lopez Island,San Juan,WA,Pacific Ocean,Otis Perkins County Park,48.5106,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-MAY-19,2016,MAY,19,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,142,cm,actual,54.5,kg,actual
NW-2016-1191334,2016-SJ074,16NWR09024,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,San Juan Island,San Juan,WA,Pacific Ocean,Lime Kiln State Park,48.5158,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,N,2016-SEP-26,2016,SEP,26,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,74,cm,actual,13,kg,actual
NW-2016-1191105,WDFW2016-022,16NWR04059,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Hansville,Kitsap,WA,Puget Sound,5240 Twin Spit Rd,47.9204,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-APR-16,2016,APR,16,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,260,cm,actual,600,kg,estimate
NW-2016-1191171,2016-SJ062,16NWR08024,Confirmed- Minimum,"Seal, harbor",Phoca,vitulina,Validated,Public,Public,Public,NW,,Orcas Island,San Juan,WA,Pacific Ocean,West Beach Resort,48.6878,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-AUG-23,2016,AUG,23,Beach or Land,Mummified/Skeletal,Mummified/Skeletal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,90,cm,estimate,,,
NW-2016-1191254,CRC-1540,16NWR07092,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Tahuya,Mason,WA,Hood Canal,18611 NE N Shore Rd,47.383,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUL-24,2016,JUL,24,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,75,cm,actual,,,
NW-2016-1189297,2016-SJ024,16NWR07014,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,Orcas Island,San Juan,WA,Pacific Ocean,"164 Bunny Lane near North Beach Resort, Orcas",48.7123,decimal degrees,actual,123,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-JUL-03,2016,JUL,3,Beach or Land,Alive,Alive,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,FEMALE,PUP/CALF,74,cm,actual,6,kg,actual
NW-2016-1193450,WDFW2016-105,16NWR08099,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Tacoma,Pierce,WA,Puget Sound,Owens Beach by Picnic Area,47.3132,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-AUG-23,2016,AUG,23,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,95,cm,estimate,15,kg,estimate
NW-2016-1190791,2016-SJ043,16NWR07041,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,United States,Yellow Island,San Juan,WA,Pacific Ocean,"Yellow Island, west end",48.5917,decimal degrees,actual,123,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-23,2016,JUL,23,Beach or Land,Alive,Alive,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,MALE,PUP/CALF,79,cm,actual,9,kg,actual
NW-2016-1191199,CRC-1550,16NWR08032,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Grapeview,Mason,WA,Puget Sound,SW beach of stretch Island state park,47.329,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,,2016-AUG-15,2016,AUG,15,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,75,cm,actual,,,
NW-2016-1191131,GI16-08,16NWR07076,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Gertrude Island,Pierce,WA,Puget Sound,East side of tip,47.2157,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-JUL-21,2016,JUL,21,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,12,kg,estimate
NW-2016-1189312,2016-SJ015,16NWR06045,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Orcas Island,San Juan,WA,Pacific Ocean,Doughty Point,48.7109,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-JUN-28,2016,JUN,28,Beach or Land,Alive,Alive,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,,MALE,PUP/CALF,62,cm,actual,8,kg,actual
NW-2016-1191170,2016-SJ063,16NWR08023,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,San Juan Island,San Juan,WA,Pacific Ocean,815 Eureka Drive,48.5675,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,Y,Y,N,N,,N,,,,,Y,,Y,N,2016-AUG-31,2016,AUG,31,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,88,cm,actual,15.4,kg,actual
NW-2016-1189314,2016-SJ017,16NWR06047,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Orcas Island,San Juan,WA,Pacific Ocean,Westsound Marina,48.6303,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,,2016-JUN-29,2016,JUN,29,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,68,cm,actual,12,kg,actual
NW-2016-1190808,2016-SJ061,16NWR08021,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,San Juan Island,San Juan,WA,Pacific Ocean,"Deadman Bay, rocks on north shore",48.5133,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,N,2016-AUG-28,2016,AUG,28,Beach or Land,Fresh Dead,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,83,cm,actual,11.4,kg,actual
NW-2016-1192016,2016-SJ068,16NWR09051,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Orcas Island,San Juan,WA,Pacific Ocean,Buckhorn Beach,48.7082,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,N,2016-SEP-06,2016,SEP,6,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,94,cm,actual,,,
NW-2016-1190801,2016-SJ053,16NWR08014,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Lopez Island,San Juan,WA,Pacific Ocean,MacKaye Harbor,48.4411,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,N,2016-AUG-15,2016,AUG,15,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,78.74,cm,actual,,,
NW-2016-1191093,WDFW2016-008,16NWR01034,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Tacoma,Pierce,WA,Puget Sound,1/4 mile NW of Owen Beach,47.318,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,N,,2016-JAN-28,2016,JAN,28,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,83,cm,actual,11.5,kg,actual
NW-2016-1193496,GI16-20,16NWR08108,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Erin D'Agnese,WDFW/MMI,WDFW/MMI,NW,,Gertrude Island,Pierce,WA,Puget Sound,GI West side behind blind,47.216,dd.dddd,estimate,123,dd.dddd,estimate,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-AUG-19,2016,AUG,19,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,12,kg,estimate
NW-2016-1193506,GI16-14,16NWR08115,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,,Gertrude Island,Pierce,WA,Puget Sound,Tip of Gertrude Island,47.2154,dd.dddd,actual,123,dd.dddd,actual,Internet/Software,N,,N,,N,N,CBD,N,N,N,,N,,,,,Y,,Y,,2016-AUG-16,2016,AUG,16,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,PUP/CALF,9,cm,actual,12,kg,estimate
NW-2016-1189304,2016-SJ031,16NWR07021,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,Orcas Island,San Juan,WA,Pacific Ocean,"178 Fossill Bay Dr, Orcas Island",48.7134,decimal degrees,actual,123,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-10,2016,JUL,10,Beach or Land,Alive,Alive,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,FEMALE,PUP/CALF,76,cm,actual,6,kg,actual
NW-2016-1193461,WDFW2016-118,16NWR09083,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Fox Island,Pierce,WA,Puget Sound,Fisng peir E side Fox Isl,47.2288,decimal degrees,actual,123,decimal degrees,actual,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-SEP-30,2016,SEP,30,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,85,cm,estimate,13,kg,estimate
NW-2016-1186448,2016-SJ002,16NWR02006,Confirmed- Minimum,UNIDENTIFIED OTARIID,,,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Orcas Island,San Juan,WA,Pacific Ocean,North Beach Orcas Island,48.7073,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,,,2016-FEB-29,2016,FEB,29,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,ADULT,183,cm,estimate,,,
NW-2016-1186447,2016-SJ001,16NWR02005,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,Deadman Island,San Juan,WA,Pacific Ocean,"Deadman Island, San Juan Channel",48.4583,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,Y,,Y,N,2016-FEB-07,2016,FEB,7,Beach or Land,Fresh Dead,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,202,cm,actual,123,kg,actual
NW-2016-1191204,CRC-1555,16NWR08037,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Union,Mason,WA,Hood Canal,Hood Canal Marina,47.357,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,Y,N,N,N,,Y,,,,,,,N,N,2016-AUG-22,2016,AUG,22,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,UNKNOWN,PUP/CALF,80,cm,estimate,,,
NW-2016-1193436,WDFW2016-091,16NWR08086,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Poulsbo,Kitsap,WA,Puget Sound,Poulsbo Yacht club Marina East Logs,47.726,decimal degrees,estimate,123,decimal degrees,estimate,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-AUG-07,2016,AUG,7,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,FEMALE,,0,cm,estimate,,,
NW-2016-1192020,2016-SJ080,16NWR10019,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Volunteer,Whale Museum,Whale Museum,NW,,Orcas Island,San Juan,WA,Pacific Ocean,"Eastsound, Orcas Island",48.6941,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,,,,,,,2016-OCT-28,2016,OCT,28,Beach or Land,Advanced Decomposition,Advanced Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,91,cm,actual,,,
NW-2016-1189295,2016-SJ022,16NWR07012,Confirmed- Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,Sand Juan Island,San Juan,WA,Pacific Ocean,3807 Bailer Hill Road,48.4969,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-JUL-03,2016,JUL,3,Beach or Land,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,152,cm,actual,,,
NW-2016-1189302,2016-SJ028,16NWR07019,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,San Juan Island,San Juan,WA,Pacific Ocean,"south from 118 Wilks Way, across from Dinner Is",48.5111,dd.dddd,actual,123,dd.dddd,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,,,,,N,N,2016-JUL-06,2016,JUL,6,Beach or Land,Alive,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,76,cm,actual,7,kg,actual
NW-2016-1186452,2016-SJ010,16NWR04002,Confirmed- High Report,"Sea lion, Steller",Eumetopias,jubatus,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,,Spieden Island,San Juan,WA,Pacific Ocean,"West of Green Point, Spieden Island",48.6328,dd.dddd,estimate,123,dd.dddd,estimate,GPS,N,,N,,N,N,Y,Y,N,N,,N,,,,,Y,,Y,,2016-APR-26,2016,APR,26,Beach or Land,Alive,Alive,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,MALE,ADULT,350,cm,estimate,,,
NW-2016-1193485,WDFW2016-145,16NWR12031,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Gig Harbor,Pierce,WA,Puget Sound,"Sunrise Beach, Gig Harbor",47.3492,decimal degrees,actual,123,decimal degrees,actual,,N,,N,,N,N,CBD,N,N,N,,N,,,N,,Y,N,Y,N,2016-DEC-02,2016,DEC,2,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,PUP/CALF,119,cm,actual,32,kg,actual
NW-2016-1187373,2016-SJ008,16NWR05006,Confirmed- High Report,"Seal, harbor",Phoca,vitulina,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,United States,Shaw Island,San Juan,WA,Pacific Ocean,"Hoffmans Cove, Shaw Island",48.5516,decimal degrees,actual,122.963,decimal degrees,actual,GPS,N,,N,,N,N,N,N,N,N,,N,,,N,,Y,N,N,Y,2016-MAY-29,2016,MAY,29,Beach or Land,Alive,Moderate Decomposition,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,,FEMALE,ADULT,142,cm,actual,75,kg,actual
NW-2016-1190227,EJC_2016_009,16NWR08001,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),,Marine Mammal Stranding Center,NW,United States,Sequim,Clallam,WA,Pacific Ocean,Discovery Bay. 1/4miles south of 481 Beach Dr.,48.091773,decimal degrees,estimate,122.917687,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,,,,N,N,N,2016-AUG-01,2016,AUG,1,Beach or Land,Alive,Fresh Dead,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,UNKNOWN,PUP/CALF,24,in,estimate,0,kg,estimate
NW-2016-1188840,EJC_2016_005,16NWR07009,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),,Marine Mammal Stranding Center,NW,United States,Sequim,Jefferson County,WA,Pacific Ocean,Diamond Point Beach,48.095491,decimal degrees,actual,122.917139,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-JUL-14,2016,JUL,14,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,90,cm,estimate,0,kg,estimate
NW-2016-1187063,EJC_2016_003,16NWR06004,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),,Marine Mammal Stranding Center,NW,United States,,Jefferson County,WA,Pacific Ocean,Gardiner Bay near surf 100+ yards from East of Boat Ramp,48.05739,decimal degrees,estimate,122.916987,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUN-05,2016,JUN,5,Floating,Moderate Decomposition,Moderate Decomposition,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MALE,ADULT,40,in,estimate,100,lb,estimate
NW-2016-1190009,EJC_2016_006,16NWR07033,Confirmed - Minimum,"Seal, harbor",Phoca,vitulina,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Marine Mammal Stranding Center,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,Becket Point Boat Ramp,48.079644,decimal degrees,estimate,122.889227,decimal degrees,estimate,Internet,N,,N,,N,N,CBD,N,N,N,,N,,,N,,N,N,N,N,2016-JUL-28,2016,JUL,28,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,33,in,actual,0,kg,estimate
NW-2016-1191036,EJC_2016_017,16NWR09004,Confirmed - Medium Report,"Seal, harbor",Phoca,vitulina,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Port Townsend,Jefferson County,WA,Pacific Ocean,"Discovery Bay, Cape George",48.1017,decimal degrees,actual,122.8847,decimal degrees,actual,GPS,N,,N,,N,N,CBD,N,N,N,,N,,,N,,CBD,N,N,N,2016-SEP-19,2016,SEP,19,Beach or Land,Fresh Dead,Fresh Dead,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,UNKNOWN,PUP/CALF,88,cm,actual,9,lb,estimate
