"National.Database.Number","Field.Number","Common.Name","Genus","Species","Affiliation","Country","City","County","State","Locality.Detail","Latitude","Longitude","Restrand","Findings.of.Human.Interaction","Boat.Collision","Shot","Fishery.Interaction","Other.Human.Interaction","Other.Human.Int.Description","Gear.Collection.Flag","Gear.Disposition.Flag","Other.Findings.upon.Level.Y.N","Other.Findings...Illness.Flag","Other.Findings...Injury.Flag","Other.Findings...Pregnant.Flag","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Observation.Status","Disentangled.Flag","Sick.Flag","Injured.Flag","Out.of.Habitat.Flag","Abandoned.Orphaned.Flag","Location.Hazardous.to.Animal","Location.Hazardous.Public","Entangled.Flag","Sex","Age.Class","Length","Length.Units","Weight","Weight.Units","Necropsied.Flag","City...from.strandings.table","Mammal.Type","Interaction.Type","Pinniped.Common.Name"
"NW-2007-1078101","WDFW1007-01","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations",NA,"Gig Harbor","Pierce","WA","Behind 76 station Just N of Purdy bridge",47.3875,-122.623,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2007,"OCT",1,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Female","Pup",88,"cm",12,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2012-1152413","WDFW2012-121","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","7223 120th st nw gig harbor",47.3666,-122.6353,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2012,"AUG",4,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","Other","Harbor seal"
"NW-2010-1132528","WDFW2010-079","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","7901 110th Street",47.3592,-122.6454,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"JUN",18,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Unid","Pup",75,"cm",7,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2013-1152656","WDFW2013-042","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig harbor","Pierce","WA","Bridge at boat ramp",47.274,-122.65,"N","Y","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2013,"JUL",10,"Beach or Land","ALIVE","N","N","N","N","N","Y","N",NA,"Unid","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104465","WDFW2009-081","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","8324 Warren Rd",47.2814,-122.6507,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2009,"AUG",23,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",76,"cm",7,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2009-1104331","WDFW2009-099","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","Driftwood Cove",47.3385,-122.6619,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"SEP",9,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Male","Adult",152,"cm",80,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2015-1182232","WDFW2015-069","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","on dock of 223 Raft Island Drive, Gig Harbor WA",47.3264,-122.6635,"N","N","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2015,"AUG",16,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",81,"cm",13,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104563","WDFW2009-059","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","155 Maple Road on a raft",47.3334,-122.6656,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2009,"JUL",23,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",78,"cm",9,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2015-1182265","WDFW2015-107 Brand 575","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","9910 36th SW Gig Harbor",47.287,-122.6716,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N","N",2015,"NOV",12,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Adult",139,"cm",42,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2008-1086039","WDFW2008-129","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","mid tide mark Belmar Point",47.3673,-122.6725,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2008,"NOV",11,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Adult",150,"cm",60,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2010-1132376","WDFW2010-104","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","9 houses West of Raft Island Bridge",47.3265,-122.6742,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2010,"JUL",27,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",72,"cm",8,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1072865","WDFW0707-01","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Gig Harbor","Pierce","WA","Horsehead Bay: 4706 Coleman Camp Road",47.2913,-122.6751,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2007,"JUL",2,"Beach or Land","ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",76,"cm",6,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2009-1104447","WDFW2009-065","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","77 Draft Island Dr.",47.3301,-122.6767,"N","Y","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"JUL",31,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Unid","Pup",80,"cm",8,"kg","N",NA,"Pinniped","NA","Harbor seal"
"NW-2013-1152594","WDFW2013-030","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","Forest Dr, Gig harbor",47.3161,-122.6801,"N","Y","N","N","N","N",NA,NA,NA,"Y",NA,"Y",NA,2013,"MAY",6,NA,"FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Adult",150,"cm",65,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104479","WDFW2009-089","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","10246 36th St Gig Harbor",47.29,-122.6841,"N","Y","N","N","N","Y",NA,NA,NA,NA,NA,"N",NA,2009,"AUG",31,"Beach or Land","MODERATE DECOMPOSITION","N","N","N","N","N","N","N",NA,"Male","Pup",95,"cm",20,"kg","N",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1072807","WDFW0607-01","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Gig Harbor","Pierce","WA","Kopechuck State Park",47.303,-122.6848,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2007,"JUN",1,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Adult",156,"cm",90,"kg","Y",NA,"Pinniped","Other","Harbor seal"
"NW-2007-1072809","WDFW0607-01fetus","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Gig Harbor","Pierce","WA","Kopechuck State park- in Mother",47.303,-122.6848,"N","N","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2007,"JUN",1,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",71,"cm",6,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2006-1065493","WDFW0906-01","Seal, harbor","Phoca","vitulina","WDFW Marine Mammal Investigations","United States","Gig Harbor","Pierce","WA","Glen Cove, between Minter and Glen Cove",47.3568,-122.685,"N","N","N","N","N","N",NA,NA,NA,NA,"N","N",NA,2006,"SEP",6,"Beach or Land","FRESH DEAD","N","N","N","N","N","N","N",NA,"Female","Pup",83,"cm",10.8,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104397","WDFW2009-047","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","Horsehead Bay at base of the bay",47.2833,-122.6863,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"JUN",13,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Female","Pup",68,"cm",7,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2009-1104403","WDFW2009-050","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","3186 Horsehead Bay Dr NW",47.2833,-122.6863,"N","CBD","N","N","N","N",NA,NA,NA,NA,NA,"N",NA,2009,"JUN",22,"Beach or Land","ALIVE","N","N","N","N","N","N","N",NA,"Male","Pup",80,"cm",9.5,"kg","Y",NA,"Pinniped","NA","Harbor seal"
"NW-2011-1142185","WDFW2011-124","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","Cutts Island, beached N.W. side at top.",47.322,-122.687,"N","Y","N","N","N","Y",NA,NA,NA,"Y",NA,"Y",NA,2011,"SEP",13,"Beach or Land","ALIVE","N","N","Y","N","N","N","N",NA,"Female","Unid",NA,NA,NA,NA,"N",NA,"Pinniped","Other","Harbor seal"
"NW-2013-1152544","WDFW2013-064","Seal, harbor","Phoca","vitulina","WDFW/MMI",NA,"Gig Harbor","Pierce","WA","3705 Forest Beach Drive NW",47.2908,-122.6871,"N","Y","N","N","N","N",NA,NA,NA,NA,NA,"N","N",2013,"JUL",22,NA,"ALIVE","N","N","N","N","Y","N","N",NA,"Male","Pup",67,"cm",5,"kg","N",NA,"Pinniped","NA","Harbor seal"
